32438,18 век
22,60-е
19,30-е
21,50-е
20,40-е
145,80-е
32441,17 век
32428,20 век
31658,2015-г
32186,2016-г
32427,19 век
25,2010-е
24,2000-е
23,90-е
3908,2014-е
144,70-е
5013,2005-е
